epoch,train_acc,train_loss,test_acc,test_loss
1,10.772000312805176,2.3248059555053713,11.649999618530273,2.3237404830932618
2,12.095999717712402,2.3011206192016602,12.760000228881836,2.2896577495574952
3,13.039999961853027,2.274116834411621,13.890000343322754,2.2511720874786376
4,16.187999725341797,2.232262437438965,18.260000228881836,2.185754570007324
5,18.70800018310547,2.1786369296264647,21.920000076293945,2.1011124252319338
6,19.823999404907227,2.1336315029907227,23.56999969482422,2.029243584442139
7,20.5939998626709,2.108505679321289,25.239999771118164,1.984876117515564
8,21.871999740600586,2.0794123083496094,26.010000228881836,1.943898949241638
9,22.941999435424805,2.060258126525879,27.030000686645508,1.9233755123138427
10,23.0939998626709,2.047639393310547,27.540000915527344,1.887536249923706
11,25.336000442504883,2.031554866027832,31.15999984741211,1.869124026489258
12,26.238000869750977,2.011513765258789,32.09000015258789,1.8392839847564697
13,27.176000595092773,1.997541300048828,32.88999938964844,1.8240549240112305
14,28.18600082397461,1.9874774536132813,35.040000915527344,1.8017015531539917
15,28.761999130249023,1.9762755554199218,36.029998779296875,1.7767329759597779
16,29.329999923706055,1.9589692846679687,36.83000183105469,1.757697194480896
17,29.61199951171875,1.9508109378051757,36.61000061035156,1.729037236213684
18,30.691999435424805,1.936853101501465,38.63999938964844,1.7134568178176879
19,31.719999313354492,1.9268290072631835,39.97999954223633,1.6920036056518555
20,32.08000183105469,1.9204089193725586,40.0099983215332,1.6955182209014892
21,31.889999389648438,1.9098066552734374,39.61000061035156,1.671133229827881
22,32.9640007019043,1.8959171789550782,40.95000076293945,1.6640186325073243
23,33.14799880981445,1.8932487582397461,41.58000183105469,1.649073828125
24,34.1879997253418,1.8790841052246094,42.93000030517578,1.623226403427124
25,34.58000183105469,1.8692428756713868,43.349998474121094,1.619168106842041
26,34.97999954223633,1.8679058673095703,44.349998474121094,1.6194158939361571
27,35.47999954223633,1.858279165649414,44.790000915527344,1.5917938682556152
28,35.54999923706055,1.851193663330078,44.41999816894531,1.5926887981414795
29,36.305999755859375,1.848218560180664,45.7400016784668,1.5827580532073975
30,36.540000915527344,1.8399842141723632,46.119998931884766,1.5775696964263917
31,37.172000885009766,1.8326771545410157,46.310001373291016,1.5711795644760131
32,37.24800109863281,1.829031067199707,46.220001220703125,1.561795573425293
33,37.77399826049805,1.8201697088623048,47.279998779296875,1.5431976015090942
34,38.034000396728516,1.812259519958496,47.20000076293945,1.5324004852294921
35,38.349998474121094,1.8082912854003905,48.0099983215332,1.5304952136993408
36,38.448001861572266,1.800652453918457,48.099998474121094,1.5162006387710572
