epoch,train_acc1,train_acc2,train_loss1,train_loss2,test_acc1,test_acc2,test_loss1,test_loss2
1,10.116000175476074,10.145999908447266,2.324636227722168,2.315497087097168,10.0,10.220000267028809,2.3230776927948,2.3132176963806153
2,9.958000183105469,9.9399995803833,2.358085673828125,2.3587580078125,10.010000228881836,10.010000228881836,2.3407713291168215,2.341715346908569
3,9.842000007629395,10.086000442504883,2.415360270385742,2.3999949639892577,10.0,10.40999984741211,2.3911994289398195,2.3706747985839844
4,10.324000358581543,11.866000175476074,2.441098434448242,2.429073872375488,10.569999694824219,13.380000114440918,2.4030927947998046,2.384893867111206
5,13.979999542236328,14.428000450134277,2.43057572265625,2.437464167175293,15.319999694824219,16.280000686645508,2.368284133911133,2.372546387863159
6,10.494000434875488,10.588000297546387,2.5276975106811523,2.543636970825195,10.829999923706055,10.930000305175781,2.4406086685180663,2.4593280166625977
7,14.25,14.621999740600586,2.5071598895263674,2.513963872680664,16.34000015258789,16.459999084472656,2.4073974817276,2.4173372745513917
8,15.272000312805176,15.027999877929688,2.323581849975586,2.3345839376831057,18.6299991607666,18.790000915527344,2.2252692792892454,2.2389016078948973
9,15.418000221252441,15.121999740600586,2.3582719610595704,2.3504786169433594,18.690000534057617,18.739999771118164,2.2302233322143556,2.234585230445862
10,14.704000473022461,15.371999740600586,2.4231165399169923,2.4061139660644533,17.299999237060547,18.469999313354492,2.263888450241089,2.2583564096450806
11,15.767999649047852,16.77199935913086,2.3236112866210936,2.3123469161987305,18.920000076293945,20.899999618530273,2.153604471206665,2.157075936508179
12,16.420000076293945,15.317999839782715,2.4337991552734377,2.4588310372924806,21.0,18.700000762939453,2.218421153831482,2.2690094415664674
13,14.446000099182129,14.229999542236328,2.58203315826416,2.57587197845459,16.959999084472656,16.739999771118164,2.360544690322876,2.381679454803467
14,15.812000274658203,15.958000183105469,2.344922699890137,2.339227795410156,19.09000015258789,18.780000686645508,2.117963536453247,2.144097908401489
15,13.498000144958496,13.395999908447266,2.4414167608642576,2.4514979296875,16.3700008392334,15.399999618530273,2.182682642364502,2.2312740787506105
16,17.857999801635742,18.145999908447266,2.306931630554199,2.306149931335449,22.790000915527344,22.510000228881836,2.0549693380355833,2.0744707958221436
17,15.982000350952148,15.234000205993652,2.3976515060424806,2.4095842269897463,20.0,18.530000686645508,2.116230410003662,2.1516544193267824
18,21.959999084472656,21.357999801635742,2.271938381347656,2.2872655712890624,30.079999923706055,28.540000915527344,1.9720020015716553,2.0150619956970215
19,17.312000274658203,16.93199920654297,2.500046957092285,2.5059141165161134,22.600000381469727,21.489999771118164,2.1602323345184327,2.1923343898773195
20,19.246000289916992,18.777999877929688,2.3568536740112305,2.364841316833496,26.399999618530273,24.729999542236328,2.0116050172805786,2.0629112394332885
21,17.054000854492188,16.690000534057617,2.4555409310913086,2.4302485192871095,21.670000076293945,20.850000381469727,2.1383654708862303,2.1405249416351317
22,18.191999435424805,18.29599952697754,2.3703774850463866,2.383091037902832,23.850000381469727,24.020000457763672,2.0306119766235353,2.0774821254730225
23,17.781999588012695,17.43199920654297,2.344604912109375,2.340650765686035,23.479999542236328,23.219999313354492,1.9873373992919923,2.016252181625366
24,14.994000434875488,14.454000473022461,2.898424975891113,2.904712197265625,18.520000457763672,17.510000228881836,2.4711595695495605,2.5178928524017334
25,21.558000564575195,21.577999114990234,2.291315064086914,2.2765483728027345,29.31999969482422,28.979999542236328,1.9286091234207152,1.9314644775390626
26,20.634000778198242,20.65399932861328,2.475206965942383,2.467110928344727,28.170000076293945,27.510000228881836,2.0913683807373045,2.0803656251907348
27,22.371999740600586,22.729999542236328,2.3075549685668943,2.2843762692260743,30.8700008392334,30.899999618530273,1.8880012546539306,1.8871393033981323
28,20.691999435424805,20.799999237060547,2.4146145880126952,2.3870943823242188,28.399999618530273,28.920000076293945,1.956518323135376,1.9540868698120117
29,20.239999771118164,19.642000198364258,2.4051465115356447,2.393415991821289,28.100000381469727,26.75,1.9593126024246217,1.9580248254776
30,22.75200080871582,22.077999114990234,2.330756622619629,2.3522731552124023,31.270000457763672,30.0,1.892733921813965,1.9281035219192504
31,18.25200080871582,18.22599983215332,2.3900977725219725,2.399390153198242,24.34000015258789,24.489999771118164,1.9485986783981324,1.957906738090515
32,19.374000549316406,19.58799934387207,2.3825345602416994,2.3579003707885744,27.020000457763672,27.360000610351562,1.9414622596740723,1.9213642204284669
33,19.20599937438965,18.610000610351562,2.3357162521362307,2.340971213989258,26.520000457763672,25.5,1.8492945596694945,1.875573529624939
34,20.190000534057617,20.350000381469727,2.3834640963745115,2.3663370587158203,27.5,27.81999969482422,1.8885994901657104,1.8794167308807372
35,22.979999542236328,22.540000915527344,2.3460331649780275,2.3504404144287108,31.8799991607666,31.040000915527344,1.8479308933258056,1.8727476837158203
36,20.829999923706055,21.32200050354004,2.355415546875,2.3614654370117187,30.06999969482422,29.700000762939453,1.836895691871643,1.8593341178894043
37,23.299999237060547,23.24799919128418,2.3223671224975586,2.3250838418579103,32.220001220703125,31.739999771118164,1.8597068214416503,1.862779883003235
38,20.591999053955078,20.5939998626709,2.521724408569336,2.5626937783813477,28.84000015258789,28.399999618530273,1.970027558517456,2.016102558898926
39,21.673999786376953,20.996000289916992,2.3396362719726564,2.3528072235107422,30.889999389648438,29.850000381469727,1.8034934911727905,1.82752961063385
40,16.746000289916992,16.506000518798828,2.560845634765625,2.5753980938720704,20.829999923706055,20.239999771118164,2.097939974021912,2.1079616613388064
41,22.642000198364258,22.143999099731445,2.2979367553710937,2.305768010253906,32.11000061035156,30.889999389648438,1.8145387187957764,1.8316892232894897
42,22.6200008392334,21.70199966430664,2.3245230639648438,2.352962553100586,31.459999084472656,28.81999969482422,1.8363111627578734,1.8765968074798585
43,22.812000274658203,22.257999420166016,2.337267834777832,2.3443247491455077,32.880001068115234,32.459999084472656,1.8080564596176147,1.8417295408248902
44,23.86400032043457,22.642000198364258,2.2751280014038087,2.289562586669922,33.529998779296875,31.440000534057617,1.755796164703369,1.7876739292144774
45,22.920000076293945,22.422000885009766,2.375091720275879,2.366535258178711,31.790000915527344,31.239999771118164,1.82894212474823,1.82528746509552
46,23.5939998626709,23.59000015258789,2.351634691772461,2.340961390991211,33.59000015258789,32.380001068115234,1.781708318710327,1.7992964395523072
47,22.621999740600586,22.775999069213867,2.3797325866699217,2.347379396057129,31.920000076293945,31.520000457763672,1.8195050546646119,1.8160765865325927
48,24.700000762939453,24.36199951171875,2.3197810314941405,2.324492917175293,36.83000183105469,36.11000061035156,1.7271741941452026,1.7544905950546266
49,24.781999588012695,24.464000701904297,2.349459472961426,2.3437901745605467,34.11000061035156,33.38999938964844,1.8052720903396606,1.8270122270584106
50,22.238000869750977,21.535999298095703,2.453196452026367,2.4620389129638673,30.579999923706055,29.299999237060547,1.890735523223877,1.9185125015258788
51,20.233999252319336,19.65399932861328,2.528757094116211,2.530369627685547,28.31999969482422,27.520000457763672,1.9764574546813964,1.9890060928344726
52,27.194000244140625,26.511999130249023,2.2713350088500976,2.2858106658935546,38.90999984741211,37.650001525878906,1.7120847253799438,1.7528980604171753
53,19.233999252319336,18.733999252319336,2.665981631164551,2.671732213745117,25.84000015258789,24.690000534057617,2.069643599319458,2.0876217699050903
54,22.804000854492188,22.0,2.543550121154785,2.5742719073486326,31.43000030517578,29.850000381469727,1.9821501853942871,2.0310761949539184
55,24.253999710083008,23.944000244140625,2.4025569268798828,2.4077501901245117,32.959999084472656,31.34000015258789,1.8825799095153808,1.9063326959609985
56,25.77199935913086,25.5939998626709,2.2405433361816405,2.2302345965576174,36.220001220703125,35.29999923706055,1.6936119668960572,1.7177935344696045
57,21.13800048828125,21.035999298095703,2.416452449645996,2.4013498767089843,30.329999923706055,30.450000762939453,1.8151374675750733,1.827362950706482
58,25.402000427246094,23.72599983215332,2.377252306518555,2.418057448730469,36.45000076293945,33.779998779296875,1.7878766885757447,1.8489532264709472
59,22.167999267578125,21.874000549316406,2.3992071893310545,2.406694123535156,32.380001068115234,31.350000381469727,1.7593631507873535,1.7895353815078736
60,25.52199935913086,24.645999908447266,2.3442239517211916,2.366105696411133,36.2400016784668,35.029998779296875,1.730425153541565,1.7743992097854615
61,22.04400062561035,20.513999938964844,2.502374479370117,2.5491842529296873,31.530000686645508,28.809999465942383,1.9006298784255982,1.961710070991516
62,23.492000579833984,22.66200065612793,2.4581853021240234,2.4996259094238282,33.959999084472656,32.68000030517578,1.7951321002960205,1.8441711879730225
63,26.06800079345703,24.24799919128418,2.276629119567871,2.2974818887329103,37.5,34.0099983215332,1.6970276737213135,1.7655919019699096
