epoch,train_acc,train_loss,test_acc,test_loss
1,19.969999313354492,2.223921392211914,21.829999923706055,2.20699017868042
2,26.25200080871582,2.0503859634399415,29.149999618530273,1.9873702104568483
3,31.04199981689453,1.941139169921875,34.209999084472656,1.8485527034759521
4,34.36199951171875,1.8521991912841798,37.720001220703125,1.7328756664276124
5,37.77199935913086,1.7906977249145508,41.66999816894531,1.6546877243041993
6,39.44200134277344,1.7645415103149413,42.95000076293945,1.6002574834823609
7,40.790000915527344,1.7659181350708009,44.220001220703125,1.5881322380065919
8,41.59000015258789,1.75833012298584,44.060001373291016,1.5931983629226685
9,42.0,1.8234271197509766,44.5099983215332,1.6434389722824096
10,41.95800018310547,1.8573455419921876,43.720001220703125,1.693771881866455
11,41.89400100708008,1.866005510864258,43.31999969482422,1.7063352943420411
12,42.32400131225586,1.849161893005371,42.709999084472656,1.7155772010803223
13,41.731998443603516,1.8573489819335938,42.29999923706055,1.7410236757278443
14,41.9900016784668,1.8802934231567383,42.27000045776367,1.7633419090270996
15,42.11199951171875,1.809684831237793,41.709999084472656,1.7301372653961182
16,42.768001556396484,1.8235224060058595,41.810001373291016,1.7386962860107422
17,43.8380012512207,1.8391677368164063,43.15999984741211,1.7570561779022216
18,43.37799835205078,1.800156794128418,42.970001220703125,1.7357831031799316
19,43.13999938964844,1.8024174945068359,42.04999923706055,1.7521164577484132
20,43.422000885009766,1.7812484027099609,42.18000030517578,1.742485822868347
21,44.215999603271484,1.7937502835083008,43.040000915527344,1.748539391708374
22,44.119998931884766,1.7731410827636718,42.56999969482422,1.7378275314331055
23,45.012001037597656,1.779775733947754,43.15999984741211,1.7496722032546996
24,44.762001037597656,1.7717038494873047,43.290000915527344,1.756501117324829
25,45.209999084472656,1.7803023565673828,42.7599983215332,1.7798381261825562
26,45.58399963378906,1.7866670462036134,43.310001373291016,1.7910691902160645
27,46.31800079345703,1.767204204711914,43.90999984741211,1.779600256729126
28,46.141998291015625,1.7498684118652343,43.86000061035156,1.774129003715515
29,46.62799835205078,1.7363933428955078,44.16999816894531,1.7430642923355102
30,46.720001220703125,1.7610542932128905,44.380001068115234,1.7782776237487794
31,47.67399978637695,1.7337875329589845,44.95000076293945,1.7757217824935914
32,47.27000045776367,1.7119906213378906,45.06999969482422,1.739009832382202
33,48.14400100708008,1.720141909790039,45.5,1.7608338665008545
34,48.12200164794922,1.7262322677612305,45.689998626708984,1.7572869621276856
35,48.3380012512207,1.7101977661132812,45.20000076293945,1.7818871948242188
36,48.56800079345703,1.7228226409912109,45.349998474121094,1.7903378915786743
37,48.512001037597656,1.7284785324096679,45.5,1.8015012676239013
38,48.689998626708984,1.7263620150756835,45.130001068115234,1.8163355289459229
39,49.22200012207031,1.7045126010131837,45.4900016784668,1.7864176399230958
40,49.422000885009766,1.7297919409179687,46.38999938964844,1.817847566795349
41,49.402000427246094,1.6702590310668946,45.7400016784668,1.771806704902649
42,49.44599914550781,1.6981484191894531,45.209999084472656,1.8145917224884034
43,49.902000427246094,1.671757268371582,45.189998626708984,1.8162694969177247
44,50.380001068115234,1.708571725769043,46.310001373291016,1.8238804302215577
45,50.65999984741211,1.6610525967407226,46.130001068115234,1.7957737880706788
46,50.66600036621094,1.6891228735351562,46.0,1.8487322534561157
47,50.762001037597656,1.667305711364746,46.08000183105469,1.8160240345001222
48,51.20600128173828,1.6639741058349609,46.36000061035156,1.807753963470459
49,51.055999755859375,1.653051839904785,47.0099983215332,1.802988446044922
50,51.56800079345703,1.6925175225830078,46.72999954223633,1.864819980430603
51,51.60200119018555,1.6734794747924804,46.470001220703125,1.8495448301315307
52,51.922000885009766,1.6772703671264648,46.91999816894531,1.8565579162597656
53,52.03799819946289,1.6493404539489747,46.93000030517578,1.8448105352401734
54,52.38999938964844,1.649528356781006,46.869998931884766,1.8576652280807495
55,52.38800048828125,1.6525543692016602,46.88999938964844,1.856568951034546
56,52.45399856567383,1.641462225036621,46.61000061035156,1.8723285945892334
57,52.95800018310547,1.6727799978637696,46.720001220703125,1.9112676229476928
58,53.066001892089844,1.6311666931152344,46.79999923706055,1.882031062889099
59,52.939998626708984,1.661851932067871,46.310001373291016,1.921704518890381
60,53.354000091552734,1.6404225552368163,46.70000076293945,1.9104597034454345
61,53.459999084472656,1.5972729205322265,46.599998474121094,1.876979503440857
62,53.33000183105469,1.6516360958862304,46.619998931884766,1.9460443037033082
63,53.465999603271484,1.6046694305419922,46.4900016784668,1.9040559856414796
64,53.7140007019043,1.6017804098510742,46.97999954223633,1.894692211151123
65,53.44599914550781,1.6385054736328124,46.47999954223633,1.9574939304351806
66,53.816001892089844,1.6077735614013673,46.34000015258789,1.9212101819992065
67,54.11399841308594,1.5937056015014648,46.529998779296875,1.9253620294570923
68,54.1879997253418,1.600677170715332,46.45000076293945,1.9491288547515868
69,54.29600143432617,1.5910156463623046,47.2400016784668,1.9219795055389404
70,54.70600128173828,1.5897745361328126,47.459999084472656,1.9095949058532715
71,54.90999984741211,1.5942113864135743,47.619998931884766,1.9190945419311523
72,55.209999084472656,1.5673188693237305,46.849998474121094,1.9137758987426758
73,55.15399932861328,1.590888189086914,46.70000076293945,1.9566666938781738
74,55.15999984741211,1.5706731552124022,47.029998779296875,1.9227492177963257
75,55.36399841308594,1.6119882559204102,46.779998779296875,1.9859108556747436
76,55.231998443603516,1.5725396063232422,46.400001525878906,1.9643299255371094
77,55.54800033569336,1.527453836364746,46.70000076293945,1.890513123321533
78,55.5260009765625,1.522982248840332,46.4900016784668,1.8897165866851806
79,56.02000045776367,1.5263115396118163,47.34000015258789,1.910124197769165
80,56.236000061035156,1.5494805780029297,46.95000076293945,1.9775871055603027
81,56.172000885009766,1.518767804260254,46.79999923706055,1.904812903213501
82,56.2140007019043,1.565386644897461,46.720001220703125,1.9858010833740234
83,56.237998962402344,1.5402619580078125,47.040000915527344,1.9805023502349854
84,56.46200180053711,1.5224498992919921,46.20000076293945,1.976716261291504
85,56.50199890136719,1.5287016806030274,47.099998474121094,1.9668218799591064
86,56.63199996948242,1.5229055151367188,47.06999969482422,1.9641507835388183
87,56.88800048828125,1.49616301361084,46.4900016784668,1.946192184829712
88,56.92399978637695,1.490367069091797,46.40999984741211,1.951409774017334
89,56.73400115966797,1.4621624249267577,46.939998626708984,1.91211007270813
90,57.220001220703125,1.518076510925293,46.900001525878906,1.9994917686462403
91,57.1619987487793,1.4899444149780274,46.869998931884766,1.960979814529419
92,57.52000045776367,1.4837977117919923,46.63999938964844,1.987172915649414
93,57.33399963378906,1.5068263317871093,47.2400016784668,1.9980436325073243
94,57.097999572753906,1.4677196047973633,46.790000915527344,1.9616996101379394
95,57.18199920654297,1.5006026327514648,47.18000030517578,2.012593684387207
96,57.49399948120117,1.4529518411254883,47.77000045776367,1.9251670547485351
97,57.61199951171875,1.4966719891357423,47.36000061035156,1.9991973598480224
98,57.821998596191406,1.470593699951172,47.150001525878906,1.9939741733551026
99,57.869998931884766,1.4857110514831542,47.099998474121094,2.0223935894012453
100,57.928001403808594,1.4732213722229004,47.720001220703125,1.9830600357055663
101,57.61399841308594,1.452206210784912,46.970001220703125,1.9669531787872314
102,58.30400085449219,1.4326843032836913,47.5099983215332,1.9829048805236817
103,58.52799987792969,1.43643730178833,47.11000061035156,1.9915121398925781
104,58.619998931884766,1.4922598034667969,46.77000045776367,2.1029495780944822
105,58.4379997253418,1.4338957203674316,46.880001068115234,2.000660838699341
106,58.64799880981445,1.4443063739013673,47.65999984741211,2.024263972854614
107,58.33000183105469,1.4152985806274414,47.45000076293945,1.9472181537628175
108,58.599998474121094,1.4647889604187012,47.34000015258789,2.0331720146179197
109,58.7599983215332,1.4353127603149414,47.15999984741211,1.9901669858932496
110,58.81999969482422,1.4592883914184571,47.369998931884766,2.0464291313171388
111,58.97999954223633,1.4158855700683595,47.099998474121094,2.016270707321167
