epoch,train_acc,train_loss,test_acc,test_loss
1,10.088000297546387,2.3059807604980467,10.0,2.3052835601806643
2,9.944000244140625,2.338077227783203,10.0,2.3330337173461912
3,10.465999603271484,2.3343801837158202,10.899999618530273,2.3270361541748046
4,12.678000450134277,2.3135160784912108,14.899999618530273,2.303295607757568
5,10.295999526977539,2.3162936010742188,10.770000457763672,2.2977663173675538
6,10.758000373840332,2.3160415270996095,11.569999694824219,2.2875455852508546
7,13.746000289916992,2.311648559875488,16.8799991607666,2.278246343612671
8,14.241999626159668,2.276739836425781,17.260000228881836,2.23893405418396
9,13.39799976348877,2.2792225833129884,16.25,2.2368602989196775
10,14.803999900817871,2.2793719595336914,18.030000686645508,2.230534969329834
11,15.064000129699707,2.2625347137451173,18.260000228881836,2.2140270057678224
12,16.4060001373291,2.2765729614257815,21.6200008392334,2.221417317199707
13,13.687999725341797,2.2895139913940428,16.719999313354492,2.2307641620635987
14,15.229999542236328,2.2509837033081053,18.799999237060547,2.1845169424057005
15,11.27400016784668,2.272787207336426,12.59000015258789,2.2124822689056396
16,12.362000465393066,2.262921044616699,13.90999984741211,2.201534614562988
17,15.152000427246094,2.2563320962524416,19.389999389648438,2.186484260940552
18,16.808000564575195,2.254684059753418,22.010000228881836,2.1813594032287598
19,15.265999794006348,2.268696441345215,19.549999237060547,2.190467476272583
20,15.454000473022461,2.2497275979614257,19.3799991607666,2.177332755661011
21,15.149999618530273,2.256787384338379,19.270000457763672,2.1762354022979737
22,15.552000045776367,2.263582343444824,19.670000076293945,2.1925670837402342
23,17.257999420166016,2.245458916015625,23.3700008392334,2.1677476596832275
24,13.407999992370605,2.3250939715576173,16.049999237060547,2.249746206665039
25,16.483999252319336,2.247238979797363,21.549999237060547,2.1654748743057253
26,17.035999298095703,2.25247775390625,22.6200008392334,2.1611096588134764
27,19.302000045776367,2.2342703146362304,26.25,2.1524287525177
28,17.670000076293945,2.2441496670532226,24.280000686645508,2.1568025203704835
29,17.399999618530273,2.2381448880004884,23.59000015258789,2.1410985431671143
30,18.84000015258789,2.2315287545776368,25.959999084472656,2.1392496994018555
31,14.034000396728516,2.2510496459960936,16.809999465942383,2.166822382354736
32,16.214000701904297,2.2364644644165037,21.0,2.1497873294830323
33,16.038000106811523,2.2415004983520506,20.739999771118164,2.1490535636901855
34,17.083999633789062,2.238929177246094,22.600000381469727,2.1384634914398193
35,17.827999114990234,2.25420623046875,24.389999389648438,2.1676785118103026
36,17.41200065612793,2.2315732244873048,22.389999389648438,2.1334206367492676
37,17.8439998626709,2.223976597290039,23.6299991607666,2.120118873977661
38,17.79599952697754,2.2400413919067383,24.290000915527344,2.1288608226776122
39,16.1560001373291,2.2321207119750976,20.979999542236328,2.125429969787598
40,14.300000190734863,2.2516689859008787,17.1299991607666,2.158152632141113
41,17.889999389648438,2.2248101129150393,23.520000457763672,2.1310578819274903
42,19.054000854492188,2.21575264251709,25.469999313354492,2.113777146148682
43,18.77400016784668,2.2285612017822265,26.229999542236328,2.1273515850067137
44,19.327999114990234,2.222890150756836,26.34000015258789,2.128190724182129
45,17.648000717163086,2.219757414855957,22.940000534057617,2.1165469312667846
46,17.937999725341797,2.2290704150390623,24.559999465942383,2.1200089096069337
47,18.374000549316406,2.218959780578613,24.639999389648438,2.112568230819702
48,18.697999954223633,2.2232730493164063,25.56999969482422,2.118282070541382
49,22.25200080871582,2.2018720376586915,31.790000915527344,2.084133889389038
50,18.913999557495117,2.2188278552246095,25.829999923706055,2.094781269836426
51,18.441999435424805,2.2363350958251953,24.860000610351562,2.1211988975524902
52,22.06999969482422,2.203269542236328,32.02000045776367,2.0864833415985107
53,15.284000396728516,2.2595819610595704,19.260000228881836,2.1492078941345216
54,19.81999969482422,2.2181727963256836,26.530000686645508,2.0969922903060914
55,22.054000854492188,2.2154658306884767,30.270000457763672,2.0970019811630247
56,20.986000061035156,2.197856664123535,29.200000762939453,2.0780462791442873
57,19.06599998474121,2.1973169104003905,25.579999923706055,2.068274289703369
58,19.148000717163086,2.2140203369140625,25.1200008392334,2.09333351020813
59,20.417999267578125,2.2004270074462893,27.260000228881836,2.0801951293945313
60,21.986000061035156,2.1969355456542967,30.979999542236328,2.069175124359131
61,15.932000160217285,2.2373791317749023,19.389999389648438,2.126229132461548
62,19.90399932861328,2.20142509765625,26.65999984741211,2.0704779529571535
63,20.76799964904785,2.1933384439086914,28.25,2.0720429481506346
