epoch,train_acc,train_loss,test_acc,test_loss
1,10.029999732971191,2.3039064453125,10.130000114440918,2.3026556465148924
2,10.223999977111816,2.302845131530762,10.449999809265137,2.300719791030884
3,11.182000160217285,2.3016931036376955,13.050000190734863,2.2979467899322508
4,12.041999816894531,2.300024481201172,14.399999618530273,2.29400143661499
5,11.859999656677246,2.2978769720458985,14.100000381469727,2.288233801269531
6,11.435999870300293,2.29509650390625,13.319999694824219,2.280044143676758
7,11.645999908447266,2.292501784667969,12.979999542236328,2.2710867225646973
8,11.675999641418457,2.2899578302001955,13.600000381469727,2.2616974853515623
9,12.5,2.287401181640625,15.329999923706055,2.2500528438568117
10,13.25,2.284722657775879,17.219999313354492,2.2467450729370118
11,13.53600025177002,2.281376965332031,17.649999618530273,2.2340086284637453
12,14.628000259399414,2.2779290310668947,20.309999465942383,2.2241679130554197
13,15.161999702453613,2.2749548303222658,22.110000610351562,2.2159722427368163
14,15.220000267028809,2.2724203057861327,22.190000534057617,2.204277944946289
15,15.96399974822998,2.2687909112548827,24.299999237060547,2.1942317111968994
16,16.736000061035156,2.265459519958496,26.829999923706055,2.185028943634033
17,16.70400047302246,2.262892734375,26.790000915527344,2.1754488132476806
18,16.711999893188477,2.261116372680664,25.940000534057617,2.1584847522735595
19,17.194000244140625,2.258573081665039,28.030000686645508,2.148960019683838
20,17.118000030517578,2.2560028826904297,26.969999313354492,2.139178626251221
21,17.38599967956543,2.25311410736084,28.440000534057617,2.133413306045532
22,17.535999298095703,2.2517866891479494,28.520000457763672,2.119302328872681
23,17.6299991607666,2.2506363781738283,28.639999389648438,2.1166869747161865
24,17.40999984741211,2.248710783996582,27.979999542236328,2.1079128650665284
25,17.941999435424805,2.2473533926391602,29.979999542236328,2.108541894340515
26,18.058000564575195,2.244228751831055,30.100000381469727,2.0947768085479734
27,18.02199935913086,2.244479909362793,29.309999465942383,2.0841315395355227
28,17.833999633789062,2.2421868310546875,30.09000015258789,2.0846370527267455
29,18.51799964904785,2.239607444152832,31.59000015258789,2.079687115097046
