epoch,train_acc1,train_acc2,train_loss1,train_loss2,test_acc1,test_acc2,test_loss1,test_loss2
1,10.645999908447266,10.982000350952148,2.32398904296875,2.3198613107299804,9.6899995803833,10.539999961853027,2.323963074874878,2.3250132793426515
2,11.736000061035156,12.92199993133545,2.2837517080688476,2.25930135559082,12.229999542236328,13.430000305175781,2.267042123031616,2.238453829956055
3,19.09600067138672,19.972000122070312,2.1454282830810545,2.1379165002441405,22.75,23.670000076293945,2.021421279525757,1.9996836898803712
4,23.34000015258789,23.56399917602539,2.0846633737182616,2.100808401184082,28.209999084472656,28.329999923706055,1.8838006608963012,1.904291856765747
5,26.799999237060547,25.27400016784668,2.0375674557495116,2.076485703125,33.119998931884766,30.6299991607666,1.782040506362915,1.8562834901809693
6,29.510000228881836,29.690000534057617,1.9778315539550781,1.9865104208374023,36.08000183105469,36.72999954223633,1.7019401319503784,1.70199674949646
7,31.472000122070312,31.573999404907227,1.9638818359375,1.9686287338256836,39.04999923706055,39.529998779296875,1.6492807691574096,1.6342088508605956
8,33.95800018310547,33.79199981689453,1.9589704406738282,1.9578067297363282,41.040000915527344,42.0099983215332,1.6009734901428223,1.5684505153656005
9,35.94200134277344,35.43600082397461,1.9412273196411134,1.9380850381469727,43.970001220703125,44.099998474121094,1.5395084753036499,1.5226808559417724
10,37.141998291015625,36.70199966430664,1.9318027795410155,1.9388290509033204,45.04999923706055,44.84000015258789,1.5045432849884033,1.5003341449737548
11,38.70600128173828,37.94200134277344,1.9287901602172852,1.93854916015625,46.310001373291016,46.470001220703125,1.4715552913665773,1.4640245458602905
12,39.507999420166016,39.08000183105469,1.938015835571289,1.94241001953125,48.0,48.0,1.4528869760513305,1.4497059448242187
13,40.68600082397461,40.61000061035156,1.9908050723266602,1.9792902157592773,48.709999084472656,49.2400016784668,1.4466159736633302,1.4294701877593994
14,41.779998779296875,41.49800109863281,1.9997496841430664,1.9801533291625977,50.150001525878906,50.58000183105469,1.430929264831543,1.409060199546814
15,43.02199935913086,42.582000732421875,2.0059981771850586,2.003766917114258,51.720001220703125,52.029998779296875,1.3953641744613647,1.3835549133300782
16,43.87200164794922,43.933998107910156,2.0087396154785155,2.002458236694336,52.97999954223633,53.2599983215332,1.3908934083938598,1.3662936643600463
17,44.84600067138672,44.922000885009766,2.0225588668823242,2.0041939694213866,53.88999938964844,54.40999984741211,1.3762944355010986,1.347680397605896
18,45.650001525878906,45.52199935913086,2.056518712158203,2.0305627673339846,54.720001220703125,54.86000061035156,1.3704080226898194,1.3556300764083862
19,46.22600173950195,46.13199996948242,2.065787126159668,2.046724715270996,55.459999084472656,55.47999954223633,1.3511949701309205,1.3457163599014281
20,46.9739990234375,47.02199935913086,2.08012011138916,2.053149991455078,57.0099983215332,56.66999816894531,1.3222684539794922,1.3277319274902344
21,47.55400085449219,47.88399887084961,2.0916293310546874,2.0764149855041505,57.43000030517578,57.560001373291016,1.3263272518157958,1.313114820289612
22,48.38199996948242,48.36000061035156,2.07982968170166,2.0613465579223633,57.38999938964844,57.95000076293945,1.316843741798401,1.3140974519729614
23,48.41999816894531,48.77799987792969,2.1413038177490233,2.09216282043457,57.119998931884766,58.18000030517578,1.355066095161438,1.3221397899627685
24,49.444000244140625,49.52399826049805,2.0919499551391603,2.0938567393493654,59.2400016784668,58.810001373291016,1.3002172384262085,1.292593483352661
25,49.97200012207031,49.99599838256836,2.1147703338623045,2.1028604583740234,59.02000045776367,59.630001068115234,1.3080798608779907,1.2931465473175048
26,50.47200012207031,50.305999755859375,2.1082219305419923,2.083485170288086,59.2400016784668,59.13999938964844,1.2812886360168456,1.2855034698486327
27,51.19200134277344,50.965999603271484,2.109078755340576,2.09657477355957,59.88999938964844,60.040000915527344,1.2772391870498658,1.2820850666046142
28,51.534000396728516,51.672000885009766,2.097840605773926,2.076535124511719,60.709999084472656,60.310001373291016,1.2616092357635498,1.2718527341842651
29,51.645999908447266,51.784000396728516,2.091459275970459,2.041427454223633,61.52000045776367,60.83000183105469,1.229266160774231,1.2341439680099486
30,52.305999755859375,52.49399948120117,2.117352624359131,2.1037597074890138,61.77000045776367,61.45000076293945,1.2326183589935302,1.251096222114563
31,52.86800003051758,52.948001861572266,2.1114172576904298,2.111873802947998,61.939998626708984,61.86000061035156,1.2371906694412231,1.2521016006469727
32,53.04399871826172,53.31800079345703,2.0973680824279786,2.086668034362793,61.33000183105469,62.06999969482422,1.2458669458389282,1.2373656312942505
33,53.38199996948242,53.97600173950195,2.0961178994750975,2.0965465562438963,62.09000015258789,62.16999816894531,1.237159786605835,1.2361818843841552
34,54.00600051879883,54.167999267578125,2.115439541015625,2.11173778717041,61.900001525878906,62.290000915527344,1.2520315967559814,1.24535268535614
35,54.07400131225586,54.13999938964844,2.0820994749450685,2.0806974884033202,62.7400016784668,62.689998626708984,1.2178729763031007,1.225741821861267
36,54.150001525878906,54.29800033569336,2.1590253700256348,2.141420164642334,62.619998931884766,62.43000030517578,1.2512401342391968,1.2501843461990356
37,55.0,54.689998626708984,2.134262395172119,2.089797069091797,63.97999954223633,63.41999816894531,1.2153177755355835,1.210780573272705
38,54.95600128173828,55.183998107910156,2.1572781967163084,2.1018300857543943,63.189998626708984,63.5099983215332,1.2430678411483764,1.2207790536880494
39,55.347999572753906,55.47800064086914,2.083387843017578,2.0695983198547365,63.86000061035156,63.54999923706055,1.2005662149429321,1.2151228033065795
40,55.433998107910156,55.895999908447266,2.1367078402709963,2.091335838623047,63.7400016784668,63.709999084472656,1.2260424558639527,1.210854412460327
41,55.74800109863281,56.321998596191406,2.099695252838135,2.036337834777832,63.880001068115234,64.36000061035156,1.213239085960388,1.1762157018661499
42,56.27199935913086,56.4119987487793,2.1161818365478515,2.0780031591796875,63.86000061035156,63.97999954223633,1.2183588340759277,1.197464262008667
43,56.481998443603516,56.63199996948242,2.0615892408752443,2.0313202685546874,64.31999969482422,64.56999969482422,1.1894801086425781,1.1681562232017517
44,56.82600021362305,56.9900016784668,2.1209728239440917,2.1048354179382325,64.08000183105469,64.45999908447266,1.2108161518096925,1.2035171969413758
45,57.1619987487793,57.4379997253418,2.0798173719787596,2.1012178001403807,65.08000183105469,65.05999755859375,1.1724970449447631,1.190459819984436
46,57.11800003051758,56.97600173950195,2.144904490966797,2.1420834770202637,64.41000366210938,64.86000061035156,1.2192859870910644,1.204541609287262
47,57.58599853515625,57.69200134277344,2.102478692779541,2.0657342184448244,65.11000061035156,65.37999725341797,1.1818589292526245,1.1715260848999023
48,57.92399978637695,57.869998931884766,2.0649382736206054,2.0735407722473145,64.6500015258789,64.87000274658203,1.1924022247314454,1.1877150241851806
49,58.374000549316406,58.39799880981445,2.0775406150817872,2.0529624327087403,65.19000244140625,65.87000274658203,1.1871656007766724,1.1605708042144776
50,58.582000732421875,58.53799819946289,2.06500124130249,2.0638162368774413,64.87000274658203,65.58999633789062,1.1817969944000244,1.1686499410629272
51,58.59400177001953,58.790000915527344,2.063911038513184,2.0561358448791505,65.1500015258789,65.97000122070312,1.1709740383148193,1.1554334936141968
52,58.94599914550781,58.77799987792969,2.082745064239502,2.1015527389526367,65.12999725341797,65.52999877929688,1.196613840866089,1.1950183334350586
53,59.029998779296875,58.59199905395508,2.033043783569336,2.0937222966003417,65.55000305175781,65.5199966430664,1.1737863859176636,1.2024293954849243
54,59.45000076293945,59.22800064086914,2.04562014541626,2.0855274180603027,65.97000122070312,65.97000122070312,1.1561640810012817,1.1719581186294556
55,59.45800018310547,59.79399871826172,2.0462151976013185,2.031804571533203,66.02999877929688,65.69000244140625,1.160773218536377,1.1506567226409912
56,59.70199966430664,59.652000427246094,2.0776496670532225,2.084335134124756,66.04000091552734,66.02999877929688,1.1716658750534057,1.1841374713897705
57,59.81999969482422,59.6879997253418,2.0891801655578615,2.0628003007507325,65.68000030517578,65.83999633789062,1.1964837615966797,1.180714778137207
58,59.97999954223633,59.66999816894531,2.053114137573242,2.054997049255371,66.33999633789062,66.37000274658203,1.1562259468078613,1.1588519010543823
59,60.104000091552734,60.15800094604492,2.0278287326049806,2.046721248779297,66.72000122070312,67.19999694824219,1.148476711845398,1.1407950643539428
60,60.316001892089844,60.16400146484375,2.0590930752563477,2.073247688446045,66.68000030517578,66.91999816894531,1.1537093027114869,1.1499109283447266
61,60.630001068115234,60.555999755859375,2.0395321490478517,2.033475792388916,66.58999633789062,66.91000366210938,1.1473933175086974,1.1396978399276734
62,61.007999420166016,60.551998138427734,2.0626533840942383,2.037098031463623,66.81999969482422,66.73999786376953,1.147270041847229,1.1314278156280517
63,61.400001525878906,60.82600021362305,2.056049150543213,2.047155344696045,67.56999969482422,67.25,1.1277434354782105,1.1429482456207276
64,61.167999267578125,60.87200164794922,2.0455084855651857,2.050458617095947,67.44000244140625,67.0199966430664,1.117743415260315,1.1276877403259278
65,61.172000885009766,60.82600021362305,2.0473860191345215,2.0545840254211427,67.29000091552734,67.43000030517578,1.1350359405517578,1.1379051223754884
66,61.369998931884766,61.124000549316406,1.9863325872802735,1.993267380218506,66.93000030517578,67.12999725341797,1.139162892627716,1.1348037210464477
67,61.72600173950195,61.36399841308594,2.037378844604492,2.036490743713379,66.58999633789062,67.22000122070312,1.1741826459884643,1.152582565689087
68,61.683998107910156,61.492000579833984,2.0614519496154786,2.0591101167297365,66.83999633789062,66.98999786376953,1.1796572947502135,1.165415763092041
69,62.04600143432617,61.65399932861328,2.0142768600463867,1.9907059870910644,67.25,67.38999938964844,1.1441840488433839,1.123666781616211
70,61.922000885009766,61.981998443603516,1.9964759977722168,1.9654081639099121,66.91999816894531,67.16999816894531,1.1422475742340088,1.1185302103042603
71,62.20800018310547,61.832000732421875,1.9986379710388185,1.9996387409973144,67.06999969482422,67.22000122070312,1.144186241054535,1.145936322784424
72,62.608001708984375,62.099998474121094,1.9739799285888673,1.9790880661010741,67.02999877929688,66.97000122070312,1.1209849504470826,1.1219840194702149
73,62.59600067138672,62.391998291015625,1.9817833973693848,2.0095948649597166,67.41000366210938,67.47000122070312,1.1402899568557738,1.142474614906311
74,62.70600128173828,62.27000045776367,2.006615725708008,2.002137990722656,67.2699966430664,67.5999984741211,1.1657044474601745,1.1370901244163514
75,62.959999084472656,62.816001892089844,1.9953586645507813,1.9528142172241212,67.62000274658203,67.66000366210938,1.1418895448684692,1.1159149894714355
76,62.95199966430664,62.74599838256836,1.9663047686767579,1.9348949520874024,67.94999694824219,67.87000274658203,1.1412482051849364,1.1059261487960816
77,63.290000915527344,62.96200180053711,1.9608182540893555,1.9447123890686036,68.30000305175781,67.91000366210938,1.1150258043289185,1.0976504346847533
78,63.354000091552734,63.2859992980957,1.9403942037963868,1.9469879356384276,67.9800033569336,67.66999816894531,1.1132356075286864,1.110940037918091
79,63.257999420166016,63.262001037597656,1.9489424732971192,1.934672125854492,67.80999755859375,67.26000213623047,1.1163434167861939,1.1137769416809082
80,63.66400146484375,63.46200180053711,1.951085376586914,1.9686992449951173,67.77999877929688,67.5,1.1433195810317993,1.1391189788818359
81,63.79800033569336,63.52199935913086,1.9442576612854003,1.9152103224182129,67.98999786376953,67.7300033569336,1.1162078969955445,1.103860584449768
82,63.86000061035156,63.43600082397461,1.954564906311035,1.9574461392211915,67.87000274658203,67.37000274658203,1.1281297006607056,1.1258884603500365
83,63.891998291015625,63.18000030517578,1.9295534173583984,1.9487036149597168,68.0199966430664,67.62000274658203,1.1089029111862183,1.1148191146850586
84,64.15599822998047,63.645999908447266,1.952106540222168,1.974491665649414,68.13999938964844,67.6500015258789,1.1194476392745971,1.128347088432312
85,64.49199676513672,63.790000915527344,1.947699694671631,1.971634524383545,67.91999816894531,67.62000274658203,1.112646781349182,1.1301264925003052
86,64.31199645996094,64.1520004272461,1.9585138166809082,1.9719508261108398,68.37000274658203,67.76000213623047,1.1331287883758545,1.1309070970535278
87,64.8280029296875,63.981998443603516,1.9508904878234863,1.9413645616149902,68.5,67.80000305175781,1.122067645072937,1.1105139148712158
88,64.75599670410156,64.38400268554688,1.9014052230834961,1.9156729748535157,68.30999755859375,67.54000091552734,1.0893287851333617,1.1138579389572143
89,64.8740005493164,64.73600006103516,1.9576340113830566,1.9124150733184815,68.86000061035156,68.72000122070312,1.1003959075927734,1.0825558517456055
90,65.0260009765625,64.81400299072266,1.9690783654785156,1.9383739288330077,68.23999786376953,68.30999755859375,1.1279126991271973,1.1176559576034546
91,65.10199737548828,64.6500015258789,1.929413567199707,1.891053286743164,68.54000091552734,68.05999755859375,1.10993616065979,1.1010815055847167
92,65.43800354003906,64.93800354003906,1.9070958660125732,1.908360369720459,68.76000213623047,67.73999786376953,1.0991610557556153,1.1150713030815125
93,65.40399932861328,64.98200225830078,1.9433981719970703,1.9497436770629883,68.6500015258789,67.94000244140625,1.106664919090271,1.1350813688278198
94,65.32599639892578,65.11199951171875,1.9296590757751464,1.9105531140136718,69.27999877929688,68.5999984741211,1.0890083669662476,1.0992185331344604
95,65.23400115966797,65.10199737548828,1.931842479095459,1.907231226425171,68.76000213623047,68.25,1.1088016759872437,1.1182736595153808
96,65.5719985961914,65.21600341796875,1.903928380126953,1.888393593902588,69.36000061035156,67.9800033569336,1.0834772130966186,1.1048485387802125
97,65.58200073242188,65.24800109863281,1.907485015411377,1.9442182973480224,69.33000183105469,68.33999633789062,1.0923062957763672,1.126772833251953
98,65.79399871826172,65.21800231933594,1.9161882386779785,1.9233355438232422,69.22000122070312,68.3499984741211,1.102670764350891,1.1143779764175414
99,65.66600036621094,65.4520034790039,1.9220539529418945,1.9203156225585938,69.2699966430664,68.55000305175781,1.0892138971328735,1.1163041410446166
100,65.80000305175781,65.58200073242188,1.9145213592529298,1.9156035703277587,69.55000305175781,68.95999908447266,1.0846545885086059,1.1073150218963623
