epoch,train_acc,train_loss,test_acc,test_loss
1,11.210000038146973,0.05401231184959412,11.119999885559082,2.301579331207275
2,15.505999565124512,0.053984597425460815,18.459999084472656,2.2978920825958253
3,15.093999862670898,0.05366266438484192,16.899999618530273,2.2584165813446044
4,18.823999404907227,0.05089737762451172,22.079999923706055,2.116083983421326
5,20.0,0.050122971029281614,24.3799991607666,2.072217540359497
6,21.784000396728516,0.04950506320953369,25.799999237060547,2.031580812072754
7,22.770000457763672,0.04905445531845093,27.790000915527344,1.9846217697143556
8,23.93600082397461,0.048600670642852783,28.1299991607666,1.9588597469329834
9,24.47599983215332,0.04817841073989868,30.350000381469727,1.9406883001327515
10,25.038000106811523,0.04784488969802857,29.790000915527344,1.9312686279296876
11,25.766000747680664,0.04744399929046631,31.81999969482422,1.910736515045166
12,25.826000213623047,0.04715945337295532,31.209999084472656,1.9175326560974122
13,26.610000610351562,0.046929724988937375,32.5099983215332,1.930223903274536
14,26.73200035095215,0.04673791622161865,32.130001068115234,1.9272471908569335
15,27.895999908447266,0.04654617239952087,33.27000045776367,1.9374083927154542
16,26.959999084472656,0.04643751298904419,34.65999984741211,2.105712099838257
17,27.31999969482422,0.04587743619918823,35.709999084472656,2.168138583755493
18,27.15999984741211,0.04551351984977722,36.150001525878906,2.2608161586761475
19,27.11199951171875,0.04470896824836731,36.18000030517578,2.2549079845428466
20,27.128000259399414,0.044040245714187624,36.130001068115234,2.3174623584747316
21,26.993999481201172,0.04366529108047485,35.560001373291016,2.3784456302642822
22,27.1299991607666,0.04278829372406006,36.11000061035156,2.3707676387786867
23,26.8799991607666,0.042509676151275634,35.849998474121094,2.442100606536865
24,26.68199920654297,0.04191959202766418,35.75,2.4142744144439696
25,26.729999542236328,0.04128931153297424,35.939998626708984,2.4459705921173094
26,26.780000686645508,0.04067963312149048,36.040000915527344,2.4138232810974123
27,26.8439998626709,0.04009875319480896,36.34000015258789,2.4800649597167967
28,26.95199966430664,0.03943897243499756,36.75,2.4370625438690188
29,26.841999053955078,0.03907027976989746,35.93000030517578,2.4506719329833984
30,26.673999786376953,0.038686091918945315,36.4900016784668,2.466785608291626
31,26.733999252319336,0.03812408434867859,36.38999938964844,2.5236145835876465
32,26.555999755859375,0.0376984393787384,36.369998931884766,2.4659464389801027
33,26.586000442504883,0.03740708789825439,36.25,2.552200958251953
34,26.41200065612793,0.03710358036994934,36.349998474121094,2.546375926589966
35,26.63800048828125,0.036734400577545165,35.91999816894531,2.5574007705688477
36,26.38599967956543,0.03658890519142151,36.279998779296875,2.578672798156738
37,26.468000411987305,0.036534839296340944,36.150001525878906,2.5571067989349365
38,26.41200065612793,0.036451269493103025,35.560001373291016,2.5760875366210936
39,26.384000778198242,0.03592960057258606,35.68000030517578,2.6689104919433593
40,26.277999877929688,0.03571310821533203,36.09000015258789,2.6430896354675295
41,26.402000427246094,0.03566604946136474,35.72999954223633,2.6104703960418703
42,26.20599937438965,0.03566763987541199,35.79999923706055,2.6569820114135743
43,26.170000076293945,0.03522634824752808,36.45000076293945,2.6570027843475343
44,26.107999801635742,0.03509644951820374,36.349998474121094,2.67407953414917
45,26.06399917602539,0.03489851710319519,36.40999984741211,2.6929200904846193
46,26.073999404907227,0.034858210144042966,36.220001220703125,2.6972940418243407
